dates,data_GDP,data_cc,data_ASind
1974.5,-0.0145011936043553,-0.00071861680326446,0.0234111
1974.75,-0.00889309640060709,-0.0197289775749185,0.0068023
1975,-0.0170908074138447,0.0035090861255398,-0.055589
1975.25,0.00239172071600668,0.0115864568661861,-0.0039026
1975.5,0.0112820081788421,0.00842278002800745,-0.0184179
1975.75,0.00845627977348373,0.00577691401013913,-0.0092704
1976,0.0174638157154963,0.0150216743106548,-0.0044013
1976.25,0.00281499269388119,0.00466334107570665,-0.0481758
1976.5,0.000649768122620742,0.00565148416427608,-0.0473793
1976.75,0.00278993578396403,0.00845892512128188,0.0090457
1977,0.00737493275519929,0.0073472271247037,0.0182435
1977.25,0.0145688130708268,0.000722156453603962,0.0563006
1977.5,0.0129950677172479,0.00452327326792235,-0.0249284
1977.75,-0.00442579303862756,0.0104760162528033,-0.1118378
1978,-0.00110255202458598,0.00131302420970547,0.0844936
1978.25,0.0335923894669738,0.0168311543625173,0.1126767
1978.5,0.0054361462543886,-0.000378568757978925,0.066184
1978.75,0.0086852680347187,0.00337020515867081,0.0344383
1979,-0.00268586274324845,0.000683710630793755,0.0602299
1979.25,-0.00314217909516135,-0.00486005953378665,0.0224226
1979.5,0.00283677118144121,0.00511935143778919,0.0467515
1979.75,-0.00266457941418574,-0.00267725721865242,0.0412737
1980,-0.00111233867711125,-0.00568290806072635,0.0371244
1980.25,-0.0247300574900384,-0.0266884457627117,0.0087836
1980.5,-0.00533192877130073,0.00676687990731706,0.0154001
1980.75,0.0150155367538964,0.00995845025950182,0.0361284
1981,0.0159410033688983,-0.000119408864756032,-0.0314562
1981.25,-0.0107311062493736,-0.00322020918482657,-0.0403426
1981.5,0.00852228581074765,0.00123333480097854,-0.0322427
1981.75,-0.014339511237524,-0.0102478257823528,-0.0041537
1982,-0.0186161334406907,0.00438022044981823,-0.0084133
1982.25,0.00150663545702789,-3.5492043735097e-06,-0.0133172
1982.5,-0.00674240238246471,0.00376917845693603,0.0051571
1982.75,-0.00263523968404433,0.0143306335342435,0.038444
1983,0.0104434327936107,0.00718937665070296,-0.0058847
1983.25,0.0198974249697428,0.0175546658502492,-0.0424623
1983.5,0.0169691659953819,0.0149486139886652,-0.022623
1983.75,0.017779761635472,0.0129422623809203,0.0087955
1984,0.0152046557956491,0.00411013989017439,0.0367322
1984.25,0.0145910665082702,0.0113733624547114,0.0369991
1984.5,0.00692946193710986,0.00472397320684026,0.0258618
1984.75,0.00513882795756215,0.00983454075393997,0.0375531
1985,0.00744474569390263,0.0146483021628248,0.016787
1985.25,0.00638054440001889,0.00675292515022585,0.0180186
1985.5,0.012534832303031,0.0161945057893482,0.0205571
1985.75,0.00445445882667883,-0.000790124701727901,0.0313585
1986,0.00436021330101211,0.00376917003090282,0.0195685
1986.25,0.00174292397647546,0.00808677650338696,0.0143684
1986.5,0.00667247469009391,0.0146830890436989,0.0168293
1986.75,0.00243077758830657,0.00318869927640764,0.0184137
1987,0.0039219808126929,-0.00250543974714335,0.0119181
1987.25,0.00784837530870419,0.0106715151284589,0.003812
1987.5,0.00596095155801279,0.00867046287259754,0.0034999
1987.75,0.0145633821746252,-0.000347891388938759,0.0155278
1988,0.00242985008262409,0.0147877432777817,0.0244413
1988.25,0.0107621795676716,0.00506449955573629,-0.0042842
1988.5,0.00339925912598016,0.00640361912533072,0.0207565
1988.75,0.0110051401373288,0.00907407271854499,0.012888
1989,0.0073152045037399,0.00182917823082329,0.0187375
1989.25,0.00542417384915694,0.0024773147786612,0.0566655
1989.5,0.00510487234557511,0.00735781312712591,-0.0017222
1989.75,-0.000254722909215133,0.00211358309063803,-0.0775284
1990,0.00286942819043068,0.000381398251967369,0.0450768
1990.25,0.00152064616879022,0.000939525560146315,0.0081485
1990.5,-0.00164209801989346,0.00164682396359384,0.0053044
1990.75,-0.0118547178639901,-0.0103456634873647,-0.0047083
1991,-0.00682221478905465,-0.00589996107817026,-0.0032694
1991.25,0.00575080621466695,0.00623728325041695,-0.0284258
1991.5,0.00260118814181487,0.00253398129382365,-0.0052597
1991.75,0.0007137872914873,-0.00326633152889322,-0.0110468
1992,0.00969056832368054,0.0163404419354869,-0.0406565
1992.25,0.00853824017452354,0.00451878853764942,-0.039423
1992.5,0.00714709807066027,0.00797667444489303,-0.015339
1992.75,0.00731595990924871,0.00878949900361281,-0.0039191
1993,-0.000860908796310511,0.00129736870590902,-0.0174334
1993.25,0.00349204604812892,0.00674265323506962,-0.0410567
1993.5,0.0021286150562787,0.0084360821387639,-0.0235966
1993.75,0.010678197410571,0.00590903495689421,-0.0257755
1994,0.00728553053930181,0.00900193905257352,-0.0478942
1994.25,0.0112355581749459,0.00552608624086748,-0.0380243
1994.5,0.0031452230171598,0.00491293546384464,-0.0336165
1994.75,0.00859941334425951,0.007962648386453,0.0028927
1995,0.00211794477670102,0.00106316732959844,-0.0074977
1995.25,0.000890327074150932,0.00664015847182364,0.0066708
1995.5,0.00589534903850186,0.00644629611168712,-0.0198687
1995.75,0.00403148523477848,0.00421535519809835,-0.0890017
1996,0.00533550007067918,0.00705424967333901,0.040417
1996.25,0.0140249552285687,0.00818397440066976,0.0893761
1996.5,0.00608647449944621,0.00319229937066767,0.0330635
1996.75,0.00730952081789882,0.00491253028586369,0.0225556
1997,0.001787945867608,0.00583891307088491,0.0197536
1997.25,0.0143132273000095,0.00232188606525963,0.0361648
1997.5,0.00981410411537542,0.0142778767160743,0.0263602
1997.75,0.00575841270382149,0.00908885938916937,0.0454678
1998,0.00769270062219407,0.00781296627956518,0.0523836
1998.25,0.00672354968193645,0.0149639950351275,0.0491268
1998.5,0.00963459768618202,0.0101408747022549,0.0508298
1998.75,0.0130442105574642,0.0113550820576243,0.0093766
1999,0.00562459051010844,0.00644893757119114,-0.0384398
1999.25,0.00563294369103806,0.0125157343804978,-0.0356463
1999.5,0.0101974891980614,0.00823327712297184,-0.0391631
1999.75,0.0133345767691084,0.0115614339242085,-0.0726956
2000,-0.010285956081804,0.00108356138652477,-0.0699518
2000.25,0.0149464904873282,0.00619870422812729,-0.0452244
2000.5,-0.00218586920300412,0.00635213176829019,0.0164787
2000.75,0.00291688561504566,0.00568975074154565,0.0426674
2001,-0.00577595921047713,0.00109182827312004,0.0422043
2001.25,0.0032347174666012,-0.000952892326046229,0.0221222
2001.5,-0.00720105893719936,0.000284158492699138,0.0230835
2001.75,-0.000428596173894569,0.0128084078228246,-0.017404
2002,0.0056956453017869,-0.000328623332710887,-0.0405567
2002.25,0.00364845677728542,0.00255784171740192,-0.0500775
2002.5,0.000974791715344647,0.00392154364501884,-0.027161
2002.75,-0.00178924181516704,0.00245160164677349,-0.0207075
2003,-0.00198767355039431,-0.00222799284741537,0.000178
2003.25,0.00587894666556954,0.00836953155696474,-0.0042892
2003.5,0.0131913404813431,0.0107007091267639,-0.0230697
2003.75,0.00803579454673153,0.00342233679487292,-0.0211185
2004,0.00535146782482743,0.00891911447099636,-0.029604
2004.25,0.00498474061335319,0.00266919608366889,0.0013545
2004.5,0.00620417474631729,0.00851348012606357,0.0250818
2004.75,0.00687447454662271,0.00795356892113475,0.0397866
2005,0.00828868277327288,0.00357514250220436,0.0488022
2005.25,0.00203204066499163,0.00819878731094148,0.0722054
2005.5,0.00451501348492656,0.00495220039818145,-0.0543399
2005.75,0.00225212193172908,-0.0015695092973127,0.0615276
2006,0.010901065098083,0.00835014120539235,0.017326
2006.25,-0.000480123166623159,0.00223813167809217,0.0062985
2006.5,-0.00170316367469514,0.00319453833261729,0.0100277
2006.75,0.00522277700987805,0.00631488383060708,0.0249439
2007,-0.0011632220774489,0.00205379614518142,0.0438788
2007.25,0.00358387680855143,-0.000159523551885421,0.0527486
2007.5,0.00286498248019784,0.00350880762629702,0.0782397
2007.75,0.00295346684325049,0.00080855950156522,0.0448512
2008,-0.00352436988741456,-0.000813888242728211,0.0012257
2008.25,0.00311842805589224,0.000163688066151302,0.0021715
2008.5,-0.008278809147376,-0.0107331162316204,-0.1356928
2008.75,-0.0251208347615166,-0.0120882164104961,-0.1078266
2009,-0.0120989614406533,-0.00291600124874236,0.1175699
2009.25,-0.00401821752412257,-0.00725237672391854,-0.0359067
2009.5,0.000925187113377746,0.00401470448439234,-0.0006558
2009.75,0.00789052188050521,-0.00383480289250349,0.0159272
2010,0.00390167229043703,0.00469230099342344,0.023288
2010.25,0.00748230720862741,0.00677936928480349,0.0077634
2010.5,0.00518844031808019,0.00459570174081669,0.0168768
2010.75,0.00263364066063732,0.0035613917869779,-0.0242049
2011,-0.00299977344978819,0.00322470267285313,-0.0260215
2011.25,0.00481548658999298,-0.000913654785562823,0.0087459
2011.5,-0.00270417126864508,0.000722921382582342,0.0317713
2011.75,0.00882108657729397,-0.0006086337658191,0.0336328
2012,-0.000157265680102991,-0.00111477748876831,0.0325635
2012.25,0.00235487959324043,-0.000439153212272725,0.0186235
2012.5,-0.000701319961665448,-0.000425109138056712,0.0315285
2012.75,-0.00138308893201966,0.00149200673277594,0.0116584
2013,0.00594242127885192,0.00261533173650141,0.002177
2013.25,-0.000788577327409001,-0.000643846602164988,-0.0011273
2013.5,0.00545248117125485,0.00129874204090408,-0.0125398
2013.75,0.00463658125876831,0.00553304183104464,0.0075791
2014,-0.00562074812997171,0.00171274840651003,0.0139851
2014.25,0.0105804879747629,0.00706443565356141,0.0303886
2014.5,0.00913130872386692,0.00733836479504779,0.0211544
2014.75,0.00202552676103185,0.00865768040250581,0.0148972
2015,0.00385757096410533,0.00240746958877214,0.0041381
2015.25,0.00354221390113185,0.00450615278124689,-0.0144318
2015.5,0.000685776456874176,0.00505456008586425,-0.0267485
2015.75,-0.00109354635792913,0.00246502733905496,-0.0297173
2016,0.00254594559141719,0.00397874935949938,-0.0272302
2016.25,0.000649296746693562,0.00269923606351252,-0.006124
2016.5,0.00333061922315503,0.00317877073036277,-0.0059306
2016.75,0.00228408971513705,0.00216321508790474,0.0134331
2017,0.00583639481127651,0.00836162453312816,0.0114125
2017.25,0.00352579202507375,0.00260735534499634,0.0272477
2017.5,0.00486829777690634,0.00334391518672783,0.0186241
2017.75,0.00707306522376339,0.00818389903943917,-0.0021313
2018,0.00371692307829452,0.00208910530793327,-0.0105878
2018.25,0.00628661776069528,0.00650390957899249,0.0012007
2018.5,0.00244012275617722,0.00417907925435879,-0.0040793
2018.75,-0.000236383793204897,0.00178297528451177,-0.0206006
